genre_ids,original_language,popularity,release_date,title,vote_average,vote_count
"[35, 10749, 18]",en,2.8489999999999998,2012-03-09,Dreamworld,5.9,8
"[27, 14]",en,2.843,2012-03-17,Leprechaun's Revenge,3.5,12
"[53, 18]",ru,2.84,2012-06-06,Stone,4.9,8
[35],en,2.827,2012-03-09,Sound of Noise,7.4,57
"[27, 28, 53]",en,2.827,2012-05-29,Abraham Lincoln vs. Zombies,3.8,62
"[53, 80]",en,2.818,2012-06-22,The Rise & Fall of a White Collar Hooligan,5.6,25
"[27, 878, 12]",en,2.813,2012-06-30,Bigfoot,2.9,26
[28],en,2.8089999999999997,2012-09-21,Art of Submission,4.1,8
"[35, 10749, 10770]",en,2.8080000000000003,2012-07-21,How to Fall in Love,5.9,35
"[18, 9648, 53, 10770]",en,2.792,2012-02-04,Secrets of Eden,4.9,8
[27],en,2.7910000000000004,2012-08-04,Shark Week,2.9,16
[18],en,2.7760000000000002,2012-03-07,White Frog,5.9,28
[53],en,2.775,2012-06-17,Broken Trust,3.6,5
"[53, 27]",en,2.772,2012-02-07,Stormhouse,3.2,10
"[18, 28, 53, 80]",en,2.765,2012-06-08,For the Love of Money,5.0,12
[27],en,2.759,2012-06-16,Spirit Stalkers,3.0,4
"[18, 28, 36]",zh,2.75,2012-04-27,Warriors of the Rainbow: Seediq Bale - Part 1: The Sun Flag,7.3,29
[99],en,2.747,2012-09-05,Girl Model,6.5,35
[35],en,2.735,2012-10-09,Mancation,3.4,6
"[35, 10749]",en,2.7310000000000003,2012-05-11,Nesting,4.8,6
[27],en,2.728,2012-05-15,Dead Season,4.3,27
"[10770, 878]",en,2.725,2012-07-14,True Bloodthirst,3.9,26
"[10751, 16]",fr,2.705,2012-11-11,Zarafa,6.8,39
"[28, 27]",en,2.705,2012-01-01,Osombie,4.3,20
[18],en,2.7,2011-03-11,Yelling To The Sky,5.4,9
[53],en,2.688,2012-09-12,Bad Karma,4.7,11
"[28, 35]",en,2.674,2012-08-08,Nitro Circus: The Movie,6.6,55
"[27, 53]",en,2.673,2012-08-01,1313: Night of the Widow,1.3,4
[27],en,2.6660000000000004,2012-12-03,Reel Evil,3.5,8
"[14, 18, 10749]",en,2.6639999999999997,2012-04-17,The Vintner's Luck,5.0,11
[35],ru,2.6639999999999997,2012-12-29,The Double,4.3,15
[99],en,2.661,2012-10-05,The House I Live In,7.8,42
"[53, 9648]",sv,2.656,2012-03-27,Die,4.7,31
"[27, 35]",en,2.6519999999999997,2012-03-03,Portrait of a Zombie,5.8,8
[53],en,2.648,2012-06-02,Imaginary Friend,4.8,20
[27],en,2.6460000000000004,2012-10-02,Hypothermia,3.8,25
[99],en,2.645,2013-11-22,Bettie Page Reveals All,7.1,18
[35],en,2.636,2012-11-09,Nature Calls,3.5,17
"[36, 12]",el,2.635,2012-12-09,God Loves Caviar,4.9,12
"[18, 878, 53, 27]",en,2.634,2012-03-30,The Corridor,5.1,28
"[14, 27, 878, 10770]",en,2.6310000000000002,2012-02-25,WitchSlayer Gretl,4.1,9
"[35, 10749]",en,2.6289999999999996,2012-07-20,30 Beats,3.6,8
"[80, 18]",en,2.625,2013-01-18,LUV,5.7,25
"[18, 28, 53]",en,2.625,2012-04-06,Keyhole,5.6,17
"[27, 53]",en,2.609,2012-09-19,Hollow,5.0,30
[35],en,2.6039999999999996,2012-04-12,Last Call,4.3,7
[18],en,2.603,2012-02-10,Return,6.1,8
[18],en,2.6010000000000004,2012-12-08,Dark Secrets,2.0,1
"[12, 18]",en,2.595,2012-02-25,Easy Rider: The Ride Back,5.0,9
"[28, 53]",en,2.59,2012-08-28,Blood Money,4.5,10
[35],hi,2.5869999999999997,2012-11-02,Luv Shuv Tey Chicken Khurana,6.1,12
"[35, 10751]",en,2.5839999999999996,2012-10-09,12 Dogs of Christmas: Great Puppy Rescue,4.9,10
[27],en,2.58,2012-08-25,Ghostquake,3.5,10
[18],en,2.5789999999999997,2012-05-18,The Dark Side of Love,5.0,1
[99],en,2.5780000000000003,2012-11-16,Mea Maxima Culpa: Silence in the House of God,7.7,38
[27],en,2.5780000000000003,2012-06-16,Saturday Morning Massacre,4.6,17
[27],en,2.577,2012-02-17,CLONED: The Recreator Chronicles,4.7,25
[27],en,2.575,2012-01-01,Requiem For The Damned,4.5,3
[18],ja,2.559,2012-05-18,Quill:  The Life of a Guide Dog,7.4,12
"[37, 10770]",en,2.533,2012-06-09,Hannah's Law,3.8,6
[10751],en,2.532,2012-09-25,Vampire Dog,3.9,19
"[35, 18]",en,2.529,2012-06-01,Cellmates,6.0,7
"[80, 28, 18, 10770]",en,2.516,2012-08-25,Fatal Honeymoon,5.2,9
"[28, 37]",en,2.5140000000000002,2012-05-29,Dawn Rider,5.1,31
"[27, 9648, 53]",en,2.51,2012-09-25,Barricade,4.2,45
"[35, 18]",en,2.509,2012-10-26,Sassy Pants,6.0,29
[99],en,2.508,2012-01-14,Space Junk 3D,6.0,6
"[10770, 18]",en,2.505,2012-01-28,The Pregnancy Project,6.4,28
"[18, 99, 10749]",en,2.503,2012-09-26,The Waiting Room,7.1,13
"[35, 27]",en,2.499,2012-05-11,Strippers Vs. Werewolves,3.7,25
"[35, 12, 10749]",ru,2.498,2012-12-12,The Jungle,5.0,21
[27],en,2.498,2012-10-13,American Horror House,4.4,9
"[35, 18, 10749, 10770]",en,2.495,2012-12-02,A Star for Christmas,5.5,19
[35],en,2.495,2012-08-10,Goats,5.5,42
[35],en,2.4930000000000003,2012-10-07,Jeff Dunham: Minding the Monsters,5.7,15
[99],en,2.485,2012-12-07,Lost Angels: Skid Row Is My Home,6.2,5
[35],en,2.484,2012-04-06,Sweet Prudence & the Erotic Adventure of Bigfoot,7.0,1
"[35, 10749]",ru,2.483,2012-09-28,We Are Family,4.1,6
[27],en,2.479,2012-10-09,No Tell Motel,3.9,18
"[14, 16]",en,2.472,2012-05-29,Dragon Age: Dawn of the Seeker,5.6,28
"[18, 53]",en,2.471,2012-10-05,Beauty,6.0,19
[18],en,2.465,2012-01-23,Kid-Thing,6.0,7
"[16, 36, 18]",en,2.463,2012-04-03,Tatsumi,6.4,8
[35],en,2.461,2012-08-18,Amy Schumer: Mostly Sex Stuff,6.4,30
"[28, 10749]",hi,2.45,2012-05-04,Jannat 2,6.8,8
[35],en,2.45,2012-12-18,Freeloaders,4.3,21
[],en,2.45,2012-05-17,The Sigil,2.4,5
"[18, 36]",ru,2.447,2012-06-06,Match,5.4,11
"[53, 9648, 10749]",en,2.4459999999999997,2012-03-20,Shuffle,6.6,16
[53],en,2.438,2012-05-07,Seance,3.5,12
"[53, 10770]",en,2.436,2012-05-22,Beyond,4.8,16
"[28, 18]",th,2.434,2012-09-14,Bangkok Revenge,5.7,12
"[12, 18]",en,2.431,2012-12-12,Hang Loose,5.0,8
[99],en,2.418,2013-06-21,Somm,7.1,35
[18],fr,2.418,2012-10-26,The Other Son,6.3,44
"[10749, 35, 18]",zh,2.416,2012-05-03,纽约客@上海,6.0,12
[18],en,2.4130000000000003,2012-05-18,Crooked Arrows,6.7,22
"[28, 12, 35]",ru,2.412,2012-12-12,Solovey-Razboynik,5.9,17
[53],en,2.411,2013-02-22,Rubberneck,5.6,7
[],en,2.4090000000000003,2012-09-09,Highway,2.7,3
"[53, 18]",en,2.404,2012-02-17,On the Ice,6.8,11
"[9648, 16]",en,2.4,2012-10-16,Scooby-Doo! Haunted Holidays,7.8,6
[35],en,2.397,2012-06-08,Nate & Margaret,5.0,4
"[28, 18]",ta,2.377,2012-08-31,Mugamoodi,5.1,9
[18],en,2.369,2012-03-10,Dollhouse,5.3,6
[99],en,2.366,2012-11-04,Bronies: The Extremely Unexpected Adult Fans of My Little Pony,5.1,30
[99],en,2.36,2012-09-21,Diana Vreeland: The Eye Has to Travel,7.3,20
[99],en,2.345,2012-04-20,To the Arctic,6.0,8
[27],en,2.342,2012-07-17,The Perfect House,5.0,8
"[35, 18]",en,2.34,2012-05-25,Mighty Fine,4.8,7
"[16, 35, 10751]",en,2.336,2012-12-07,Delhi Safari,5.4,13
"[28, 27, 878, 10770]",en,2.332,2012-11-10,Ghost Storm,4.4,9
"[28, 27]",en,2.332,2012-03-20,Demon Hunter,3.0,4
"[18, 28, 12, 37]",en,2.3280000000000003,2012-03-06,Wyatt Earp's Revenge,3.4,21
"[10749, 18]",en,2.327,2012-07-31,The Millionaire Tour,6.1,28
"[18, 10749]",en,2.32,2012-07-27,Falling Overnight,5.8,10
[18],en,2.319,2012-01-01,Curfew,7.6,52
"[53, 18]",en,2.318,2012-02-14,The Mortician,6.4,9
"[28, 53]",en,2.3169999999999997,2012-05-22,When the Cobra Strikes,3.1,4
"[28, 80, 53]",en,2.314,2012-09-07,St George's Day,5.2,14
"[35, 18]",fr,2.309,2012-02-23,The Fairy,5.9,25
"[18, 53, 10749]",en,2.3040000000000003,2013-03-08,The Girl,6.1,16
[18],zh,2.302,2012-11-30,Back to 1942,6.1,19
"[53, 18, 27]",en,2.3,2012-10-26,Gut,3.2,15
"[35, 10749]",ru,2.2969999999999997,2012-10-10,A Man with Warranty,5.2,5
"[27, 53]",en,2.296,2012-03-01,Another American Crime,4.6,17
"[10402, 18]",en,2.293,2012-06-01,Battlefield America,3.9,16
[99],en,2.29,2012-08-17,Out Of The Clear Blue Sky,7.1,6
"[99, 18, 10749]",hu,2.289,2012-10-01,Final Cut: Ladies and Gentlemen,7.6,30
[27],en,2.287,2012-01-01,Cross Bearer,4.4,9
[878],en,2.285,2012-06-01,Astronaut: The Last Push,5.4,33
[28],en,2.285,2012-08-28,The Kill Hole,4.9,5
[18],en,2.271,2012-09-06,The Letter,3.5,12
[35],en,2.2680000000000002,2012-02-11,Kevin Smith: Burn in Hell,7.0,10
[35],en,2.265,2012-03-20,Aziz Ansari: Dangerously Delicious,7.2,39
"[53, 18]",en,2.262,2012-08-24,Aftermath,4.6,27
"[35, 10749]",en,2.258,2012-02-24,Unicorn City,5.6,19
"[35, 10749]",en,2.2569999999999997,2012-03-23,Losing Control,6.0,7
"[18, 99]",es,2.255,2012-07-13,Ballplayer,5.9,7
[35],en,2.254,2012-12-09,All About Christmas Eve,5.0,21
[],en,2.251,2012-12-11,The Men Next Door,5.0,6
"[16, 28, 35]",en,2.25,2012-04-17,The Amazing Bulk,2.6,21
[99],en,2.244,2012-07-27,Big Boys Gone Bananas!*,7.0,11
[35],ru,2.244,2012-06-06,Corporal vs. Napoleon,2.8,13
"[35, 10770]",en,2.24,2012-04-11,Jim Gaffigan: Mr. Universe,7.2,37
[53],en,2.24,2012-04-07,Adopting Terror,4.8,13
[27],en,2.234,2012-07-24,100 Ghost Street: The Return of Richard Speck,4.4,21
[27],en,2.233,2012-11-27,6 Degrees of Hell,3.5,8
"[10751, 16, 12, 35]",fr,2.224,2012-06-04,The Jungle Bunch: The Movie,5.7,8
[99],fr,2.22,2012-10-19,Bestiary,7.4,5
"[53, 878]",en,2.22,2012-08-06,Alien Dawn,2.4,20
[18],de,2.218,2012-11-30,Breaking Horizons,6.3,15
[],en,2.209,2012-05-28,Envelope,7.6,14
"[14, 27, 878]",en,2.209,2012-02-25,Black Forest,3.5,11
[35],en,2.208,2012-09-28,Bringing Up Bobby,5.3,22
"[16, 18]",en,2.204,2013-02-01,Adam and Dog,6.6,28
[27],en,2.202,2012-08-21,Zombie A-Hole,3.0,3
[99],en,2.191,2012-12-23,Minecraft: The Story of Mojang,7.5,20
"[27, 53, 878]",en,2.189,2012-08-25,The Rift,5.5,12
[],en,2.185,2012-06-02,The Ventriloquist,6.0,5
"[35, 27]",en,2.185,2012-05-25,Bloody Bloody Bible Camp,5.0,16
"[28, 10749, 53]",en,2.1830000000000003,2012-06-15,The Girl from the Naked Eye,4.3,23
"[878, 53, 18]",en,2.17,2012-09-23,Errors of the Human Body,5.8,30
[27],en,2.168,2012-10-31,Infected,2.4,8
[99],en,2.166,2012-10-19,Brooklyn Castle,7.3,11
"[27, 80, 9648, 18]",en,2.158,2012-09-15,The Black Dahlia Haunting,4.0,11
"[10749, 18, 9648, 53, 27]",en,2.154,2012-06-08,Last Kind Words,4.5,27
"[18, 36]",en,2.149,2012-04-27,The Broken Tower,6.3,12
[35],en,2.142,2012-08-08,Bolshaya Rzhaka!,1.2,6
"[35, 10749]",cn,2.138,2012-03-30,Love in the Buff,6.8,20
[99],en,2.13,2012-08-03,You've Been Trumped,6.6,20
"[35, 18]",en,2.127,2012-08-13,The Kitchen,5.0,12
[],ru,2.119,2012-12-12,Legatee,2.7,12
"[16, 10751]",en,2.117,2012-10-16,Dear Dracula,5.5,4
"[28, 53]",en,2.116,2012-05-29,The Aggression Scale,5.9,43
[99],en,2.113,2012-05-22,Truth In 24 II: Every Second Counts,6.5,8
[53],en,2.109,2012-11-03,The Eleventh Victim,4.1,11
[16],en,2.104,2012-01-01,"Devils, Angels & Dating",4.0,3
[18],fr,2.103,2012-01-27,The Giants,7.1,23
[18],en,2.099,2012-08-31,The Preacher's Daughter,6.4,8
[99],en,2.099,2012-07-23,About Face: Supermodels Then and Now,5.7,3
"[27, 53]",es,2.094,2012-04-20,Penumbra,6.2,16
"[35, 28, 27]",ja,2.088,2012-09-21,Dead Sushi,6.0,31
"[28, 80, 53]",sv,2.086,2012-09-25,Johan Falk: Spelets regler,6.5,16
[53],en,2.079,2012-07-14,Junction,5.7,3
[99],en,2.065,2012-03-22,A Place at the Table,6.8,8
"[35, 18]",nl,2.062,2012-11-11,The Marathon,7.2,40
[18],de,2.062,2012-03-29,Breathing,7.1,24
[99],en,2.062,2012-03-02,Are All Men Pedophiles?,5.1,18
[18],en,2.057,2012-04-13,Woman Thou Art Loosed: On the 7th Day,3.5,4
[18],en,2.0540000000000003,2012-06-15,Naked Harbour,6.0,21
"[28, 18, 14]",ru,2.05,2012-06-06,August. Eighth,5.9,29
"[35, 18]",en,2.048,2012-05-18,American Animal,4.6,7
[18],en,2.045,2012-08-28,I Am Gabriel,4.7,9
"[16, 10751]",en,2.042,2012-01-01,Abominable Christmas,5.8,14
"[80, 18, 53]",ru,2.042,2012-11-11,Steel Butterfly,5.1,8
"[18, 10749]",en,2.041,2012-12-14,MoniKa,3.4,6
"[35, 18]",ru,2.039,2012-12-30,"Mommies, Happy New Year!",5.5,11
"[16, 27]",en,2.0380000000000003,2012-05-10,Bobby Yeah,7.0,17
"[37, 35, 18]",en,2.037,2012-04-27,The Man Who Shook the Hand of Vicente Fernandez,6.1,4
"[35, 10751]",fr,2.037,2012-04-04,My Best Holidays,5.4,15
"[27, 53, 18]",en,2.031,2012-05-31,It's in the Blood,4.3,12
"[10770, 35, 18, 10751]",en,2.03,2012-09-08,Puppy Love,5.8,10
"[27, 53, 9648]",ja,2.028,2012-11-13,Another,6.1,20
"[12, 36]",ru,2.0269999999999997,2012-11-11,1812. Ballad of the Uhlans,3.1,5
[10402],en,2.023,2012-11-19,Led Zeppelin: Celebration Day,8.1,23
[53],en,2.023,2012-08-06,The Bates Haunting,3.5,13
"[80, 9648, 53]",en,2.02,2012-10-11,Layover,4.7,14
[99],en,2.019,2013-02-15,The Jeffrey Dahmer Files,5.8,32
"[18, 28]",en,2.016,2012-06-22,The Last Ride,5.9,8
"[53, 35, 80]",de,2.015,2012-09-14,Snowman's Land,5.7,9
"[35, 18, 10749]",de,2.009,2012-09-09,Partly Sunny,6.5,14
"[18, 878]",en,2.004,2013-08-09,41,6.4,12
[27],en,2.001,2012-10-31,The Cohasset Snuff Film,3.8,5
"[18, 10751]",en,1.9980000000000002,2012-12-07,The Fitzgerald Family Christmas,6.5,7
"[18, 53, 80, 9648]",de,1.995,2012-01-22,Bastard,7.3,6
"[10751, 35]",en,1.993,2012-11-15,Elf-Man,3.1,13
[35],en,1.9869999999999999,2012-03-17,Lewis Black: In God We Rust,7.0,8
"[18, 53, 10770]",en,1.986,2012-10-27,Stalked at 17,5.0,13
"[35, 18]",en,1.986,2012-10-18,Bad Parents,3.8,11
[99],en,1.985,2012-04-20,Sexy Baby,6.4,7
[35],en,1.982,2012-11-11,The Wishing Tree,5.7,6
"[16, 35, 14]",en,1.98,2012-08-01,The Colors of Evil,5.5,11
[878],en,1.98,2012-09-28,Tears of Steel,5.4,26
"[99, 27]",en,1.979,2013-03-14,My Amityville Horror,5.7,33
"[53, 27]",en,1.979,2012-10-31,Cut/Print,5.3,6
[27],en,1.979,2012-05-01,The Dead Want Women,2.8,12
"[18, 99]",en,1.976,2012-08-03,Dreams of a Life,6.9,33
"[16, 28, 878]",en,1.974,2012-12-28,Mass Effect: Paragon Lost,6.7,21
"[27, 35, 14]",en,1.972,2012-04-24,Fetish Dolls Die Laughing,1.3,3
"[35, 10749, 14, 10770]",en,1.969,2012-12-08,Holly's Holiday,5.0,16
"[27, 9648, 53]",en,1.9680000000000002,2012-11-02,Amber Alert,4.7,40
[10402],en,1.9669999999999999,2012-11-21,Guns N' Roses: Appetite for Democracy,6.5,6
[18],tr,1.965,2012-10-04,Araf/Somewhere in Between,5.1,8
"[10770, 35]",en,1.964,2012-11-14,Eddie Murphy: One Night Only,5.8,4
"[28, 53]",en,1.963,2012-03-27,Air Collision,3.6,19
"[10402, 99]",en,1.96,2012-05-11,Under African Skies,7.8,8
"[18, 80]",en,1.96,2012-08-13,Stand Off,6.4,4
"[16, 99]",en,1.96,2012-10-17,Pablo,6.2,3
"[18, 36]",fr,1.96,2012-03-16,Free Men,5.9,10
"[16, 10751]",fr,1.96,2012-12-20,Cinderella Once Upon A Time In The West,5.7,9
"[35, 878]",en,1.96,2012-05-04,Dirty Blondes from Beyond,5.2,3
"[18, 9648]",ru,1.96,2012-12-30,The Justice of Wolves,1.0,1
"[35, 28]",en,1.9580000000000002,2012-05-16,Italian Spiderman,7.7,14
[99],en,1.9580000000000002,2012-11-01,Burn,7.1,14
"[53, 18]",en,1.955,2012-10-11,Forgetting the Girl,6.0,13
[53],en,1.952,2012-03-20,Pimp,3.7,6
[35],en,1.95,2012-01-21,My Best Day,5.1,7
"[35, 99, 18]",en,1.949,2012-05-04,First Position,7.8,24
[18],en,1.949,2012-06-23,TalhotBlond,6.3,22
[18],en,1.949,2012-05-21,Mold!,5.2,5
[35],en,1.9480000000000002,2012-09-06,A Christmas Story 2,3.8,16
[35],en,1.946,2012-11-10,Chris Hardwick: Mandroid,7.4,7
[27],en,1.945,2012-10-09,Celluloid Bloodbath,5.1,5
"[10402, 99]",en,1.939,2012-07-18,Shut Up and Play the Hits,7.2,25
"[35, 10749, 10770]",en,1.936,2012-12-15,The Real St. Nick,6.0,13
[18],en,1.933,2012-08-03,Mosquita y Mari,6.6,15
"[27, 53]",en,1.9280000000000002,2012-10-10,The Frozen,4.2,20
"[35, 18]",en,1.926,2012-11-09,The Comedy,6.0,28
[27],en,1.925,2012-09-15,Puppet Master X: Axis Rising,3.9,15
[35],ru,1.9240000000000002,2012-10-20,Till Night Do Us Part,7.1,4
[99],en,1.9140000000000001,2012-07-13,2016: Obama's America,4.4,28
"[35, 16, 14]",en,1.911,2012-06-08,Do You Like to Read?,6.2,6
[99],fa,1.91,2012-02-29,This Is Not a Film,7.3,37
[27],en,1.91,2012-10-09,Killjoy Goes To Hell,4.5,11
"[18, 35]",en,1.9069999999999998,2012-01-23,Supporting Characters,6.7,13
[27],en,1.9,2012-01-01,Return of the Killer Shrews,2.7,5
[35],en,1.892,2012-02-10,The Skinny,6.0,6
"[28, 878, 16, 53]",en,1.889,2012-04-13,PostHuman,6.2,6
"[35, 10749]",en,1.886,2012-12-02,A Christmas Wedding Date,4.9,19
[27],ja,1.885,2012-09-14,Tormented,4.7,10
"[10770, 18, 53, 9648]",en,1.883,2012-08-24,Taken Back: Finding Haley,6.1,12
[27],en,1.879,2012-10-01,Dracula: Reborn,2.7,10
"[12, 99]",en,1.8730000000000002,2012-08-02,Craigslist Joe,6.6,42
"[18, 10402, 10749]",en,1.87,2012-02-28,Love Never Dies,7.6,26
"[35, 27]",en,1.868,2012-04-01,I Spill Your Guts,1.2,3
"[35, 10749]",en,1.8619999999999999,2012-06-11,BearCity 2: The Proposal,6.0,12
[],en,1.859,2012-10-01,Erotic Karma,5.6,5
[18],en,1.858,2012-09-21,Backwards,6.0,12
[],en,1.854,2012-09-19,The Citizen,6.9,16
"[12, 14, 27, 10770]",en,1.8530000000000002,2012-09-15,Aladdin and the Death Lamp,4.5,6
[18],fr,1.851,2012-08-17,Camion,5.7,5
[18],en,1.847,2012-09-01,The Attack,6.5,33
"[10749, 18, 35]",da,1.841,2012-01-22,Teddy Bear,7.0,34
"[27, 53]",en,1.838,2012-09-12,6 Plots,4.4,12
"[18, 35, 10749]",es,1.8359999999999999,2012-12-21,Here and There,6.3,4
"[10770, 80, 18]",en,1.834,2012-01-21,Drew Peterson: Untouchable,5.2,18
"[10770, 35]",en,1.831,2012-01-05,Sebastian Maniscalco: What's Wrong with People?,8.0,9
"[27, 35]",en,1.831,2012-05-01,Stag Night of the Dead,3.7,11
"[28, 80, 53]",en,1.829,2012-11-06,Johan Falk: Organizatsija Karayan,6.6,18
"[10770, 53]",en,1.825,2012-04-01,Do No Harm,4.3,3
"[28, 35]",en,1.824,2012-12-07,Khiladi 786,4.7,16
"[99, 10402]",en,1.821,2012-11-22,Bad 25,7.1,15
[18],en,1.82,2012-08-10,Red Hook Summer,7.1,9
"[35, 10751, 10749]",en,1.82,2012-06-02,3 Days of Normal,4.7,5
[99],en,1.8159999999999998,2012-06-20,Kumaré,7.2,36
"[53, 28, 27]",en,1.814,2011-06-06,The Victim,4.4,22
[18],it,1.8130000000000002,2012-06-08,Corpo Celeste,7.3,19
[35],en,1.8130000000000002,2012-05-20,Hannibal Buress: Animal Furnace,7.2,22
[27],en,1.8130000000000002,2012-06-10,Creep Van,4.0,18
"[35, 10749, 878]",en,1.807,2012-01-06,Codependent Lesbian Space Alien Seeks Same,3.5,4
"[10749, 10770]",en,1.805,2012-01-07,Fixing Pete,4.2,6
"[18, 36]",en,1.804,2012-05-11,The Cup,5.1,7
"[12, 28, 35, 878]",en,1.8030000000000002,2012-01-01,The Vortex,4.1,4
[35],en,1.8030000000000002,2012-06-02,DisOrientation,3.5,8
"[878, 53]",en,1.8,2012-10-05,Found in Time,4.6,7
[],en,1.795,1970-09-12,Zorns Lemma,5.7,11
[35],en,1.7930000000000001,2012-11-28,Maria Bamford: The Special Special Special!,6.8,10
[53],en,1.79,2012-06-03,Crisis Point,4.6,8
"[10770, 28, 878]",en,1.787,2012-12-08,The 12 Disasters of Christmas,3.3,23
[99],en,1.7819999999999998,2013-06-07,Evocateur: The Morton Downey Jr. Movie,6.5,11
[18],en,1.78,2012-06-06,Blue Briefs,2.0,2
"[878, 27]",en,1.778,2012-09-07,Expiration,5.3,10
[27],en,1.776,2012-08-23,Night Claws,2.4,7
[99],pt,1.7730000000000001,2012-06-01,Like Water,6.2,18
[18],hu,1.7630000000000001,2012-12-20,Just the Wind,6.6,7
"[10749, 18]",en,1.7619999999999998,2012-09-21,The Mistress,6.4,7
"[10751, 35]",en,1.761,2012-11-05,3 Day Test,3.9,8
[],en,1.755,2012-01-01,Crowsnest,4.9,18
"[35, 27, 12]",en,1.754,2012-05-01,Rise of the Animals,2.9,7
[99],en,1.7530000000000001,2012-10-01,Flight of the Butterflies,6.0,9
[18],en,1.7519999999999998,2013-01-09,I Am Not a Hipster,5.9,8
[18],ru,1.749,2012-06-05,Hello Herman,6.0,16
[18],pt,1.7469999999999999,2012-06-06,Xingu,7.3,17
"[10751, 35]",en,1.746,2012-01-01,Gabe the Cupid Dog,3.3,3
"[28, 12, 10752]",en,1.745,2012-01-01,James Bond - 50th Anniversary: Bonus Features,5.0,1
[99],en,1.7409999999999999,2012-09-18,Knuckleball!,6.6,16
[99],en,1.74,2012-09-07,Detropia,6.7,25
"[53, 27, 18]",en,1.7369999999999999,2012-05-05,Devoured,5.8,23
[10751],en,1.72,2012-08-12,Christmas Oranges,7.5,11
[35],en,1.719,2012-10-31,Supernatural Activity,5.3,19
"[27, 53]",en,1.7180000000000002,2012-01-01,Pieces of Talent,6.2,9
[18],en,1.716,2012-04-29,Future Weather,6.3,8
"[18, 35]",ru,1.713,2012-07-07,Kokoko,4.2,7
[18],es,1.7109999999999999,2012-09-12,Winning Streak,5.4,35
[18],no,1.709,2012-12-03,The Orheim Company,6.2,9
"[35, 18]",fi,1.7080000000000002,2012-06-05,Almost 18,7.0,8
"[18, 10751]",en,1.704,2012-11-24,Christmas Angel,6.4,11
[],en,1.7009999999999998,2012-03-13,My Super Psycho Sweet 16: Part 3,5.5,15
[],en,1.7009999999999998,2012-03-07,88:88,5.3,4
[99],en,1.7,2012-03-16,Sunset Strip,7.3,9
"[18, 10751, 10770]",en,1.696,2012-12-02,The Christmas Heart,4.8,6
"[35, 878, 10402]",en,1.694,2012-06-15,The History of Future Folk,6.9,32
"[27, 16, 14]",en,1.692,2012-10-23,Abraham Lincoln Vampire Hunter: The Great Calamity,7.8,4
"[10751, 10749, 10770]",en,1.69,2012-03-12,Christmas Song,5.4,7
"[16, 35]",en,1.681,2012-08-07,Forces of Nature,6.2,6
"[18, 10749, 878]",de,1.6780000000000002,2012-03-23,Baikonur,6.2,13
"[14, 53, 878]",en,1.6769999999999998,2012-06-12,Alien Origin,1.9,14
[35],en,1.675,2012-01-01,Gayby,5.4,7
"[16, 10751, 10770]",en,1.672,2008-08-12,Dr. Seuss on the Loose,7.4,7
[53],en,1.666,2012-12-10,The Cottage,4.3,14
[10749],nl,1.6640000000000001,2012-06-18,The Guest House,4.4,14
"[878, 16]",en,1.663,2012-10-10,Flatland²: Sphereland,4.0,1
[27],en,1.66,2012-01-01,DevilDolls,4.0,4
[99],en,1.655,2012-01-21,Bones Brigade: An Autobiography,8.2,24
[99],en,1.6540000000000001,2013-03-01,A Fierce Green Fire,5.6,5
[53],en,1.645,2012-04-13,Ghoul,4.6,6
"[27, 80, 18]",en,1.645,2012-09-25,Deer Crossing,2.1,7
[35],en,1.6440000000000001,2012-04-12,Budz House,4.1,6
[10402],en,1.643,2012-12-10,Metallica: Quebec Magnetic,8.1,5
[99],en,1.639,2013-07-03,Big Star: Nothing Can Hurt Me,6.9,14
[10770],en,1.6380000000000001,2012-11-11,Browncoats Unite: Firefly 10th Anniversary Special,6.2,6
[18],en,1.6369999999999998,2012-04-20,Graceland,6.1,20
"[18, 10749, 10770]",en,1.635,2012-03-03,We'll Take Manhattan,6.2,14
"[10751, 14]",en,1.631,2012-08-07,After the Wizard,4.2,6
[878],en,1.63,2012-08-30,Loom,5.8,21
[35],en,1.6280000000000001,2012-09-24,FDR: American Badass!,5.3,23
[35],en,1.6280000000000001,2012-01-20,Buzzkill,3.1,5
"[10770, 80, 9648, 53]",en,1.6269999999999998,2012-11-23,Dark Desire,4.2,6
[18],nl,1.624,2012-03-23,Hemel,6.3,13
[18],en,1.62,2012-01-20,Middle of Nowhere,6.5,11
[10402],en,1.615,2012-02-21,Santana - Greatest Hits: Live at Montreux 2011,7.1,5
"[28, 35, 18]",en,1.6119999999999999,2012-01-01,Night of the Templar,4.4,19
"[27, 53]",en,1.608,2012-10-07,Greystone Park,3.7,17
[99],en,1.6030000000000002,2012-01-19,We’re Not Broke,7.0,6
[18],en,1.6030000000000002,2012-05-12,Notes from the Heart Healer,4.4,6
[53],en,1.6019999999999999,2012-04-22,Burden of Evil,3.7,3
[18],es,1.601,2012-04-19,Una Noche,6.2,18
[99],en,1.599,2012-07-16,The Batmobile,6.6,14
[35],en,1.599,2012-06-22,Virgin Alexander,4.5,1
"[35, 18]",en,1.597,2012-06-17,Fairhaven,4.4,5
"[35, 27]",en,1.597,2012-11-13,ThanksKilling 3,3.4,12
"[10402, 99]",en,1.594,2012-09-25,Freddie Mercury: The Great Pretender,7.5,33
[878],en,1.589,2012-05-27,Mermaids: The Body Found,3.9,8
